id,timestamp,drone,FCU,id_orig,t_sensor_selection_0,t_ekf2_timestamps_0,t_vehicle_status_flags_0,t_vehicle_status_0,t_vehicle_rates_setpoint_0,t_vehicle_magnetometer_0,t_vehicle_local_position_0,t_vehicle_land_detected_0,t_vehicle_attitude_setpoint_0,t_vehicle_attitude_0,t_vehicle_air_data_0,t_telemetry_status_0,t_system_power_0,t_sensor_preflight_0,t_sensor_combined_0,t_rate_ctrl_status_0,t_estimator_status_0,t_ekf2_innovations_0,t_cpuload_0,t_battery_status_1,t_battery_status_0,t_actuator_outputs_1,t_actuator_outputs_0,t_actuator_controls_0_0,t_yaw_estimator_status_0,t_logger_status_0,t_vehicle_imu_status_0,t_vehicle_imu_0,t_sensor_mag_1,t_sensor_mag_0,t_sensor_gyro_0,t_sensor_gps_0,t_sensor_baro_0,t_sensor_accel_0,t_estimator_status_flags_0,t_estimator_states_0,t_estimator_sensor_bias_0,t_estimator_innovations_0,t_estimator_innovation_variances_0,t_estimator_innovation_test_ratios_0,t_estimator_event_flags_0,t_ekf_gps_drift_0,t_telemetry_status_1,t_multirotor_motor_limits_0,t_vehicle_angular_acceleration_0,t_vehicle_local_position_setpoint_0,t_vehicle_gps_position_0,t_vehicle_global_position_0,t_vehicle_control_mode_0,t_vehicle_constraints_0,t_vehicle_angular_velocity_0,t_vehicle_acceleration_0,t_trajectory_setpoint_0,t_test_motor_0,t_takeoff_status_0,t_sensors_status_imu_0,t_sensor_preflight_mag_0,t_safety_0,t_rtl_flight_time_0,t_radio_status_0,t_position_setpoint_triplet_0,t_parameter_update_0,t_mission_result_0,t_manual_control_switches_0,t_manual_control_setpoint_0,t_input_rc_0,t_home_position_0,t_commander_state_0,t_actuator_controls_3_0,t_actuator_armed_0,t_vehicle_imu_status_1,t_vehicle_imu_1,t_sensor_gyro_1,t_sensor_accel_1,t_px4io_status_0,t_hover_thrust_estimate_0,t_vehicle_command_0,t_follow_target_0
20,2021-06-12 17:33:08,,,19,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
21,2021-08-12 18:18:14,,,19,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False
22,2021-05-23 14:19:46,,,1,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,True,True,True,False,False,False
23,2021-08-12 15:29:16,,,1,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
24,2021-06-12 17:46:16,,,20,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
25,2021-08-12 18:20:20,,,20,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True
26,2021-06-12 17:46:30,,,21,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
27,2021-08-12 18:27:34,,,21,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False
28,2021-06-12 17:48:24,,,22,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
29,2021-08-12 18:30:10,,,22,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False
30,2021-06-12 17:49:26,,,23,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
31,2021-08-12 18:32:16,,,23,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True
32,2021-06-12 17:54:38,,,24,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
33,2021-08-12 18:33:12,,,24,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
34,2021-06-12 17:55:02,,,25,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False
35,2021-08-12 18:36:02,,,25,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False
36,2021-07-09 16:21:16,,,26,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False
37,2021-08-12 18:37:16,,,26,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False
38,2021-07-09 16:22:18,,,27,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
39,2021-07-09 16:23:30,,,28,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False
40,2021-07-09 16:25:06,,,29,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False
41,2021-05-23 14:20:00,,,2,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,False,False,False
42,2021-08-12 15:30:46,,,2,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
43,2021-07-09 16:34:46,,,30,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
44,2021-07-09 16:35:26,,,31,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False
45,2021-05-23 14:32:52,,,3,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
46,2021-08-12 15:32:14,,,3,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
47,2021-05-23 14:34:56,,,4,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,True,True,True,False,False,False
48,2021-08-12 15:37:26,,,4,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False
49,2021-05-23 14:35:14,,,5,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
50,2021-08-12 15:37:40,,,5,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
51,2021-05-23 14:35:42,,,6,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
52,2021-08-12 15:45:02,,,6,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
53,2021-05-23 14:36:02,,,7,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False
54,2021-08-12 15:49:54,,,7,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False
55,2021-05-23 14:38:34,,,8,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
56,2021-08-12 15:53:14,,,8,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False
57,2021-05-23 14:39:10,,,9,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
58,2021-08-12 15:54:10,,,9,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False
